LED Item #,M415LP1,,,M415L4,,,M430L5,,,M450LP2,,,M455L4,,,M470L5,,,M490L4,,,M505L4,,,M530L4,,,MINTL5,,,M565L3,,,M590L4,,,M595L4,,,M617L3,,,M625L4,,,M660L4,,,M680L4,,,M700L4,,,M730L5,
Min Output Power (mW),1640,,,1310,,,529.2,,,2118.1,,,1150,,,809,,,205,,,400,,,370,,,650,,,880,,,230,,,820,,,600,,,700,,,940,,,180,,,80,,,540,
Scaling Constant,1.01E+02,,,8.09E+01,,,2.48E+01,,,9.19E+01,,,5.06E+01,,,2.63E+01,,,6.66E+00,,,9.67E+00,,,8.95E+00,,,4.83E+00,,,7.89E+00,,,1.17E+01,,,9.82E+00,,,3.25E+01,,,2.99E+01,,,3.68E+01,,,6.83E+00,,,3.30E+00,,,1.22E+01,
Spectra,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm),,Wavelength (nm),Spectral Flux (mW/nm)
,296.24384,0.00E+00,,296.72503,0.00E+00,,294.5492519,0.00E+00,,295.67,0.00E+00,,296.7,0.00E+00,,296.7,0.00E+00,,296.7250325,0.00E+00,,296.72503,0.00E+00,,296.72504,4.40E-05,,,,,296.2438362,0.00E+00,,296.7,0.00E+00,,296.7250366,3.80E-03,,371.66913,2.91E-04,,296.72504,9.39E-03,,296.24384,0.00E+00,,296.7250325,0.00E+00,,296.7250325,0.00E+00,,296.7,0.00E+00
,296.45366,0.00E+00,,296.93542,0.00E+00,,294.7621685,0.00E+00,,295.88,0.00E+00,,296.9,0.00E+00,,296.9,0.00E+00,,296.9354172,0.00E+00,,296.93542,0.00E+00,,296.93542,0.00E+00,,,,,296.4536551,0.00E+00,,296.9,0.00E+00,,296.9354248,-2.81E-04,,371.78057,3.29E-04,,296.93542,0.00E+00,,296.45366,0.00E+00,,296.9354172,0.00E+00,,296.9354172,0.00E+00,,296.9,0.00E+00
,296.66349,0.00E+00,,297.14582,0.00E+00,,294.975096,0.00E+00,,296.09,0.00E+00,,297.1,0.00E+00,,297.1,0.00E+00,,297.1458176,0.00E+00,,297.14582,0.00E+00,,297.14581,7.27E-05,,,,,296.663491,0.00E+00,,297.1,0.00E+00,,297.145813,2.03E-03,,371.89201,3.67E-04,,297.14581,8.43E-03,,296.66349,0.00E+00,,297.1458176,0.00E+00,,297.1458176,0.00E+00,,297.1,0.00E+00
,296.87334,0.00E+00,,297.35623,0.00E+00,,295.1880342,0.00E+00,,296.3,0.00E+00,,297.4,0.00E+00,,297.4,0.00E+00,,297.3562337,0.00E+00,,297.35623,0.00E+00,,297.35623,0.00E+00,,,,,296.8733437,0.00E+00,,297.4,0.00E+00,,297.3562317,2.75E-03,,372.00346,3.75E-04,,297.35623,0.00E+00,,296.87334,0.00E+00,,297.3562337,0.00E+00,,297.3562337,0.00E+00,,297.4,0.00E+00
,297.08321,0.00E+00,,297.56667,0.00E+00,,295.4009832,0.00E+00,,296.5,0.00E+00,,297.6,0.00E+00,,297.6,0.00E+00,,297.5666654,0.00E+00,,297.56667,0.00E+00,,297.56665,5.06E-05,,,,,297.0832134,0.00E+00,,297.6,0.00E+00,,297.5666504,9.24E-03,,372.11492,3.91E-04,,297.56665,7.07E-03,,297.08321,0.00E+00,,297.5666654,0.00E+00,,297.5666654,0.00E+00,,297.6,0.00E+00
,297.2931,0.00E+00,,297.77711,0.00E+00,,295.613943,0.00E+00,,296.71,0.00E+00,,297.8,0.00E+00,,297.8,0.00E+00,,297.7771128,0.00E+00,,297.77711,0.00E+00,,297.7771,0.00E+00,,,,,297.2931,0.00E+00,,297.8,0.00E+00,,297.7770996,1.91E-03,,372.22638,3.57E-04,,297.7771,0.00E+00,,297.2931,0.00E+00,,297.7771128,0.00E+00,,297.7771128,0.00E+00,,297.8,0.00E+00
,297.503,0.00E+00,,297.98758,0.00E+00,,295.8269135,0.00E+00,,296.92,0.00E+00,,298.0,0.00E+00,,298.0,0.00E+00,,297.9875758,0.00E+00,,297.98758,0.00E+00,,297.98758,1.29E-04,,,,,297.5030036,0.00E+00,,298.0,0.00E+00,,297.9875793,1.16E-02,,372.33784,3.58E-04,,297.98758,8.70E-03,,297.503,0.00E+00,,297.9875758,0.00E+00,,297.9875758,0.00E+00,,298.0,0.00E+00
,297.71292,0.00E+00,,298.19805,0.00E+00,,296.0398947,0.00E+00,,297.13,0.00E+00,,298.2,0.00E+00,,298.2,0.00E+00,,298.1980545,0.00E+00,,298.19805,0.00E+00,,298.19806,0.00E+00,,,,,297.712924,0.00E+00,,298.2,0.00E+00,,298.1980591,-8.21E-04,,372.44931,3.08E-04,,298.19806,0.00E+00,,297.71292,0.00E+00,,298.1980545,0.00E+00,,298.1980545,0.00E+00,,298.2,0.00E+00
,297.92286,0.00E+00,,298.40855,0.00E+00,,296.2528868,0.00E+00,,297.34,0.00E+00,,298.4,0.00E+00,,298.4,0.00E+00,,298.4085488,0.00E+00,,298.40855,0.00E+00,,298.40854,1.30E-04,,,,,297.9228614,0.00E+00,,298.4,0.00E+00,,298.4085388,8.08E-03,,372.56079,2.99E-04,,298.40854,1.04E-02,,297.92286,0.00E+00,,298.4085488,0.00E+00,,298.4085488,0.00E+00,,298.4,0.00E+00
,298.13282,0.00E+00,,298.61906,0.00E+00,,296.4658895,0.00E+00,,297.54,0.00E+00,,298.6,0.00E+00,,298.6,0.00E+00,,298.6190588,0.00E+00,,298.61906,0.00E+00,,298.61905,0.00E+00,,,,,298.1328156,0.00E+00,,298.6,0.00E+00,,298.6190491,-1.23E-04,,372.67227,2.61E-04,,298.61905,0.00E+00,,298.13282,0.00E+00,,298.6190588,0.00E+00,,298.6190588,0.00E+00,,298.6,0.00E+00
,298.34279,0.00E+00,,298.82958,0.00E+00,,296.6789031,0.00E+00,,297.75,0.00E+00,,298.8,0.00E+00,,298.8,0.00E+00,,298.8295844,0.00E+00,,298.82958,0.00E+00,,298.82959,8.04E-05,,,,,298.3427868,0.00E+00,,298.8,0.00E+00,,298.8295898,7.05E-03,,372.78376,2.84E-04,,298.82959,6.12E-03,,298.34279,0.00E+00,,298.8295844,0.00E+00,,298.8295844,0.00E+00,,298.8,0.00E+00
,298.55277,0.00E+00,,299.04013,0.00E+00,,296.8919274,0.00E+00,,297.96,0.00E+00,,299.0,0.00E+00,,299.0,0.00E+00,,299.0401257,0.00E+00,,299.04013,0.00E+00,,299.04013,0.00E+00,,,,,298.5527749,0.00E+00,,299.0,0.00E+00,,299.0401306,1.42E-04,,372.89525,3.14E-04,,299.04013,0.00E+00,,298.55277,0.00E+00,,299.0401257,0.00E+00,,299.0401257,0.00E+00,,299.0,0.00E+00
,298.76278,0.00E+00,,299.25068,0.00E+00,,297.1049624,0.00E+00,,298.17,0.00E+00,,299.3,0.00E+00,,299.3,0.00E+00,,299.2506825,0.00E+00,,299.25068,0.00E+00,,299.25067,8.57E-05,,,,,298.7627798,0.00E+00,,299.3,0.00E+00,,299.2506714,2.60E-03,,373.00675,2.87E-04,,299.25067,8.17E-03,,298.76278,0.00E+00,,299.2506825,0.00E+00,,299.2506825,0.00E+00,,299.3,0.00E+00
,298.9728,0.00E+00,,299.46125,0.00E+00,,297.3180082,0.00E+00,,298.38,0.00E+00,,299.5,0.00E+00,,299.5,0.00E+00,,299.461255,0.00E+00,,299.46126,0.00E+00,,299.46124,0.00E+00,,,,,298.9728016,0.00E+00,,299.5,0.00E+00,,299.4612427,-5.99E-03,,373.11825,3.23E-04,,299.46124,0.00E+00,,298.9728,0.00E+00,,299.461255,0.00E+00,,299.461255,0.00E+00,,299.5,0.00E+00
,299.18284,0.00E+00,,299.67184,0.00E+00,,297.5310648,0.00E+00,,298.59,0.00E+00,,299.7,0.00E+00,,299.7,0.00E+00,,299.6718432,0.00E+00,,299.67184,0.00E+00,,299.67184,7.34E-05,,,,,299.1828404,0.00E+00,,299.7,0.00E+00,,299.6718445,1.88E-03,,373.22976,2.85E-04,,299.67184,6.73E-03,,299.18284,0.00E+00,,299.6718432,0.00E+00,,299.6718432,0.00E+00,,299.7,0.00E+00
,299.3929,0.00E+00,,299.88245,0.00E+00,,297.7441321,0.00E+00,,298.79,0.00E+00,,299.9,0.00E+00,,299.9,0.00E+00,,299.8824469,0.00E+00,,299.88245,0.00E+00,,299.88245,0.00E+00,,,,,299.392896,0.00E+00,,299.9,0.00E+00,,299.8824463,-2.17E-03,,373.34128,3.41E-04,,299.88245,0.00E+00,,299.3929,0.00E+00,,299.8824469,0.00E+00,,299.8824469,0.00E+00,,299.9,0.00E+00
,299.60297,0.00E+00,,300.09307,0.00E+00,,297.9572102,0.00E+00,,299,0.00E+00,,300.1,0.00E+00,,300.1,0.00E+00,,300.0930663,0.00E+00,,300.09307,0.00E+00,,300.09308,1.30E-04,,,,,299.6029684,0.00E+00,,300.1,0.00E+00,,300.0930786,3.71E-03,,373.4528,2.88E-04,,300.09308,7.96E-03,,299.60297,0.00E+00,,300.0930663,0.00E+00,,300.0930663,0.00E+00,,300.1,0.00E+00
,299.81306,0.00E+00,,300.3037,0.00E+00,,298.170299,0.00E+00,,299.21,0.00E+00,,300.3,0.00E+00,,300.3,0.00E+00,,300.3037013,0.00E+00,,300.3037,0.00E+00,,300.30371,0.00E+00,,,,,299.8130578,0.00E+00,,300.3,0.00E+00,,300.3037109,-1.75E-03,,373.56433,3.17E-04,,300.30371,0.00E+00,,299.81306,0.00E+00,,300.3037013,0.00E+00,,300.3037013,0.00E+00,,300.3,0.00E+00
,300.02316,0.00E+00,,300.51435,0.00E+00,,298.3833985,0.00E+00,,299.42,0.00E+00,,300.5,0.00E+00,,300.5,0.00E+00,,300.5143519,0.00E+00,,300.51435,0.00E+00,,300.51434,1.43E-04,,,,,300.023164,0.00E+00,,300.5,0.00E+00,,300.5143433,7.79E-03,,373.67586,2.89E-04,,300.51434,9.19E-03,,300.02316,0.00E+00,,300.5143519,0.00E+00,,300.5143519,0.00E+00,,300.5,0.00E+00
,300.23329,0.00E+00,,300.72502,0.00E+00,,298.5965088,0.00E+00,,299.63,0.00E+00,,300.7,0.00E+00,,300.7,0.00E+00,,300.7250181,0.00E+00,,300.72502,0.00E+00,,300.72501,0.00E+00,,,,,300.2332871,0.00E+00,,300.7,0.00E+00,,300.7250061,1.33E-03,,373.78739,3.13E-04,,300.72501,0.00E+00,,300.23329,0.00E+00,,300.7250181,0.00E+00,,300.7250181,0.00E+00,,300.7,0.00E+00
,300.44343,0.00E+00,,300.9357,0.00E+00,,298.8096299,0.00E+00,,299.84,0.00E+00,,300.9,0.00E+00,,300.9,0.00E+00,,300.9356999,0.00E+00,,300.9357,0.00E+00,,300.9357,8.47E-05,,,,,300.443427,0.00E+00,,300.9,0.00E+00,,300.9356995,6.83E-03,,373.89894,2.85E-04,,300.9357,1.00E-02,,300.44343,0.00E+00,,300.9356999,0.00E+00,,300.9356999,0.00E+00,,300.9,0.00E+00
,300.65358,0.00E+00,,301.1464,0.00E+00,,299.0227617,0.00E+00,,300.04,0.00E+00,,301.1,0.00E+00,,301.1,0.00E+00,,301.1463973,0.00E+00,,301.1464,0.00E+00,,301.14639,0.00E+00,,,,,300.6535838,0.00E+00,,301.1,0.00E+00,,301.1463928,-1.76E-05,,374.01048,2.92E-04,,301.14639,0.00E+00,,300.65358,0.00E+00,,301.1463973,0.00E+00,,301.1463973,0.00E+00,,301.1,0.00E+00
,300.86376,0.00E+00,,301.35711,0.00E+00,,299.2359043,0.00E+00,,300.25,0.00E+00,,301.4,0.00E+00,,301.4,0.00E+00,,301.3571103,0.00E+00,,301.35711,0.00E+00,,301.35712,7.31E-05,,,,,300.8637575,0.00E+00,,301.4,0.00E+00,,301.3571167,5.58E-03,,374.12204,2.58E-04,,301.35712,4.42E-03,,300.86376,0.00E+00,,301.3571103,0.00E+00,,301.3571103,0.00E+00,,301.4,0.00E+00
,301.07395,0.00E+00,,301.56784,0.00E+00,,299.4490576,0.00E+00,,300.46,0.00E+00,,301.6,0.00E+00,,301.6,0.00E+00,,301.567839,0.00E+00,,301.56784,0.00E+00,,301.56784,2.12E-05,,,,,301.073948,0.00E+00,,301.6,0.00E+00,,301.5678406,-2.91E-03,,374.2336,2.58E-04,,301.56784,0.00E+00,,301.07395,0.00E+00,,301.567839,0.00E+00,,301.567839,0.00E+00,,301.6,0.00E+00
,301.28416,0.00E+00,,301.77858,0.00E+00,,299.6622216,0.00E+00,,300.67,0.00E+00,,301.8,0.00E+00,,301.8,0.00E+00,,301.7785832,0.00E+00,,301.77858,0.00E+00,,301.7786,8.63E-05,,,,,301.2841553,0.00E+00,,301.8,0.00E+00,,301.778595,5.38E-03,,374.34516,2.66E-04,,301.7786,4.39E-03,,301.28416,0.00E+00,,301.7785832,0.00E+00,,301.7785832,0.00E+00,,301.8,0.00E+00
,301.49438,0.00E+00,,301.98934,0.00E+00,,299.8753964,0.00E+00,,300.88,0.00E+00,,302.0,0.00E+00,,302.0,0.00E+00,,301.989343,0.00E+00,,301.98934,0.00E+00,,301.98935,0.00E+00,,,,,301.4943795,0.00E+00,,302.0,0.00E+00,,301.9893494,-2.60E-03,,374.45673,3.00E-04,,301.98935,0.00E+00,,301.49438,0.00E+00,,301.989343,0.00E+00,,301.989343,0.00E+00,,302.0,0.00E+00
,301.70462,0.00E+00,,302.20012,0.00E+00,,300.088582,0.00E+00,,301.09,0.00E+00,,302.2,0.00E+00,,302.2,0.00E+00,,302.2001184,0.00E+00,,302.20012,0.00E+00,,302.2001,4.71E-05,,,,,301.7046205,0.00E+00,,302.2,0.00E+00,,302.2001038,7.77E-03,,374.56831,3.08E-04,,302.2001,3.77E-03,,301.70462,0.00E+00,,302.2001184,0.00E+00,,302.2001184,0.00E+00,,302.2,0.00E+00
,301.91488,0.00E+00,,302.41091,0.00E+00,,300.3017783,0.00E+00,,301.3,0.00E+00,,302.4,0.00E+00,,302.4,0.00E+00,,302.4109094,0.00E+00,,302.41091,0.00E+00,,302.41092,0.00E+00,,,,,301.9148784,0.00E+00,,302.4,0.00E+00,,302.4109192,2.52E-03,,374.67989,3.13E-04,,302.41092,0.00E+00,,301.91488,0.00E+00,,302.4109094,0.00E+00,,302.4109094,0.00E+00,,302.4,0.00E+00
,302.12515,0.00E+00,,302.62172,0.00E+00,,300.5149853,0.00E+00,,301.5,0.00E+00,,302.6,0.00E+00,,302.6,0.00E+00,,302.6217159,0.00E+00,,302.62172,0.00E+00,,302.6217,6.85E-05,,,,,302.125153,0.00E+00,,302.6,0.00E+00,,302.6217041,1.14E-02,,374.79147,3.11E-04,,302.6217,8.12E-03,,302.12515,0.00E+00,,302.6217159,0.00E+00,,302.6217159,0.00E+00,,302.6,0.00E+00
,302.33544,0.00E+00,,302.83254,0.00E+00,,300.7282031,0.00E+00,,301.71,0.00E+00,,302.8,0.00E+00,,302.8,0.00E+00,,302.8325381,0.00E+00,,302.83254,0.00E+00,,302.83255,0.00E+00,,,,,302.3354445,0.00E+00,,302.8,0.00E+00,,302.83255,-4.76E-03,,374.90307,3.33E-04,,302.83255,0.00E+00,,302.33544,0.00E+00,,302.8325381,0.00E+00,,302.8325381,0.00E+00,,302.8,0.00E+00
,302.54575,0.00E+00,,303.04338,0.00E+00,,300.9414316,0.00E+00,,301.92,0.00E+00,,303.0,0.00E+00,,303.0,0.00E+00,,303.0433758,0.00E+00,,303.04338,0.00E+00,,303.04337,9.77E-05,,,,,302.5457529,0.00E+00,,303.0,0.00E+00,,303.0433655,4.38E-03,,375.01466,2.92E-04,,303.04337,8.60E-03,,302.54575,0.00E+00,,303.0433758,0.00E+00,,303.0433758,0.00E+00,,303.0,0.00E+00
,302.75608,0.00E+00,,303.25423,0.00E+00,,301.1546708,0.00E+00,,302.13,0.00E+00,,303.3,0.00E+00,,303.3,0.00E+00,,303.2542291,0.00E+00,,303.25423,0.00E+00,,303.25424,0.00E+00,,,,,302.756078,0.00E+00,,303.3,0.00E+00,,303.2542419,4.68E-03,,375.12627,3.15E-04,,303.25424,0.00E+00,,302.75608,0.00E+00,,303.2542291,0.00E+00,,303.2542291,0.00E+00,,303.3,0.00E+00
,302.96642,0.00E+00,,303.4651,0.00E+00,,301.3679208,0.00E+00,,302.34,0.00E+00,,303.5,0.00E+00,,303.5,0.00E+00,,303.4650979,0.00E+00,,303.4651,0.00E+00,,303.46509,1.73E-05,,,,,302.9664199,0.00E+00,,303.5,0.00E+00,,303.4650879,8.41E-03,,375.23787,2.86E-04,,303.46509,7.91E-03,,302.96642,0.00E+00,,303.4650979,0.00E+00,,303.4650979,0.00E+00,,303.5,0.00E+00
,303.17678,0.00E+00,,303.67598,0.00E+00,,301.5811816,0.00E+00,,302.55,0.00E+00,,303.7,0.00E+00,,303.7,0.00E+00,,303.6759823,0.00E+00,,303.67598,0.00E+00,,303.67599,0.00E+00,,,,,303.1767787,0.00E+00,,303.7,0.00E+00,,303.6759949,2.10E-04,,375.34949,3.53E-04,,303.67599,0.00E+00,,303.17678,0.00E+00,,303.6759823,0.00E+00,,303.6759823,0.00E+00,,303.7,0.00E+00
,303.38715,0.00E+00,,303.88688,0.00E+00,,301.794453,0.00E+00,,302.76,0.00E+00,,303.9,0.00E+00,,303.9,0.00E+00,,303.8868823,0.00E+00,,303.88688,0.00E+00,,303.88687,8.20E-05,,,,,303.3871543,0.00E+00,,303.9,0.00E+00,,303.8868713,7.70E-03,,375.46111,3.41E-04,,303.88687,1.17E-02,,303.38715,0.00E+00,,303.8868823,0.00E+00,,303.8868823,0.00E+00,,303.9,0.00E+00
,303.59755,0.00E+00,,304.0978,0.00E+00,,302.0077352,0.00E+00,,302.96,0.00E+00,,304.1,0.00E+00,,304.1,0.00E+00,,304.0977979,0.00E+00,,304.0978,0.00E+00,,304.09781,0.00E+00,,,,,303.5975466,0.00E+00,,304.1,0.00E+00,,304.0978088,-8.88E-04,,375.57273,3.96E-04,,304.09781,0.00E+00,,303.59755,0.00E+00,,304.0977979,0.00E+00,,304.0977979,0.00E+00,,304.1,0.00E+00
,303.80796,0.00E+00,,304.30873,0.00E+00,,302.2210282,0.00E+00,,303.17,0.00E+00,,304.3,0.00E+00,,304.3,0.00E+00,,304.308729,0.00E+00,,304.30873,0.00E+00,,304.30872,1.02E-04,,,,,303.8079558,0.00E+00,,304.3,0.00E+00,,304.3087158,1.01E-02,,375.68436,3.80E-04,,304.30872,6.99E-03,,303.80796,0.00E+00,,304.308729,0.00E+00,,304.308729,0.00E+00,,304.3,0.00E+00
,304.01838,0.00E+00,,304.51968,0.00E+00,,302.4343318,0.00E+00,,303.38,0.00E+00,,304.5,0.00E+00,,304.5,0.00E+00,,304.5196757,0.00E+00,,304.51968,0.00E+00,,304.51968,0.00E+00,,,,,304.0183818,0.00E+00,,304.5,0.00E+00,,304.5196838,1.73E-03,,375.796,3.67E-04,,304.51968,0.00E+00,,304.01838,0.00E+00,,304.5196757,0.00E+00,,304.5196757,0.00E+00,,304.5,0.00E+00
,304.22882,0.00E+00,,304.73064,0.00E+00,,302.6476463,0.00E+00,,303.59,2.35E-01,,304.7,0.00E+00,,304.7,0.00E+00,,304.7306379,0.00E+00,,304.73064,0.00E+00,,304.73065,2.20E-04,,,,,304.2288245,0.00E+00,,304.7,0.00E+00,,304.7306519,7.51E-03,,375.90764,3.44E-04,,304.73065,1.16E-02,,304.22882,0.00E+00,,304.7306379,0.00E+00,,304.7306379,0.00E+00,,304.7,0.00E+00
,304.43928,0.00E+00,,304.94162,0.00E+00,,302.8609714,0.00E+00,,303.8,0.00E+00,,304.9,0.00E+00,,304.9,0.00E+00,,304.9416156,0.00E+00,,304.94162,0.00E+00,,304.94162,0.00E+00,,,,,304.439284,0.00E+00,,304.9,0.00E+00,,304.9416199,-3.59E-04,,376.01929,3.55E-04,,304.94162,0.00E+00,,304.43928,0.00E+00,,304.9416156,0.00E+00,,304.9416156,0.00E+00,,304.9,0.00E+00
,304.64976,0.00E+00,,305.15261,0.00E+00,,303.0743073,0.00E+00,,304.01,0.00E+00,,305.2,0.00E+00,,305.2,0.00E+00,,305.1526089,0.00E+00,,305.15261,0.00E+00,,305.15262,8.00E-05,,,,,304.6497603,0.00E+00,,305.2,0.00E+00,,305.1526184,9.40E-04,,376.13094,3.16E-04,,305.15262,1.34E-02,,304.64976,0.00E+00,,305.1526089,0.00E+00,,305.1526089,0.00E+00,,305.2,0.00E+00
,304.86025,0.00E+00,,305.36362,0.00E+00,,303.2876539,0.00E+00,,304.22,0.00E+00,,305.4,0.00E+00,,305.4,0.00E+00,,305.3636178,0.00E+00,,305.36362,0.00E+00,,305.36362,0.00E+00,,,,,304.8602534,0.00E+00,,305.4,0.00E+00,,305.3636169,1.77E-03,,376.24259,2.85E-04,,305.36362,0.00E+00,,304.86025,0.00E+00,,305.3636178,0.00E+00,,305.3636178,0.00E+00,,305.4,0.00E+00
,305.07076,0.00E+00,,305.57464,0.00E+00,,303.5010112,0.00E+00,,304.42,0.00E+00,,305.6,0.00E+00,,305.6,0.00E+00,,305.5746422,0.00E+00,,305.57464,0.00E+00,,305.57465,1.16E-04,,,,,305.0707633,0.00E+00,,305.6,0.00E+00,,305.574646,9.82E-03,,376.35426,2.46E-04,,305.57465,7.01E-03,,305.07076,0.00E+00,,305.5746422,0.00E+00,,305.5746422,0.00E+00,,305.6,0.00E+00
,305.28129,0.00E+00,,305.78568,0.00E+00,,303.7143793,0.00E+00,,304.63,0.00E+00,,305.8,0.00E+00,,305.8,0.00E+00,,305.7856821,0.00E+00,,305.78568,0.00E+00,,305.78568,0.00E+00,,,,,305.2812899,0.00E+00,,305.8,0.00E+00,,305.785675,-4.43E-03,,376.46593,2.74E-04,,305.78568,0.00E+00,,305.28129,0.00E+00,,305.7856821,0.00E+00,,305.7856821,0.00E+00,,305.8,0.00E+00
,305.49183,0.00E+00,,305.99674,0.00E+00,,303.9277581,0.00E+00,,304.84,0.00E+00,,306.0,0.00E+00,,306.0,0.00E+00,,305.9967375,0.00E+00,,305.99674,0.00E+00,,305.99673,8.70E-05,,,,,305.4918333,0.00E+00,,306.0,0.00E+00,,305.9967346,7.25E-03,,376.5776,3.23E-04,,305.99673,8.32E-03,,305.49183,0.00E+00,,305.9967375,0.00E+00,,305.9967375,0.00E+00,,306.0,0.00E+00
,305.70239,0.00E+00,,306.20781,0.00E+00,,304.1411477,0.00E+00,,305.05,0.00E+00,,306.2,0.00E+00,,306.2,0.00E+00,,306.2078085,0.00E+00,,306.20781,0.00E+00,,306.20779,0.00E+00,,,,,305.7023934,0.00E+00,,306.2,0.00E+00,,306.2077942,1.83E-04,,376.68928,3.63E-04,,306.20779,0.00E+00,,305.70239,0.00E+00,,306.2078085,0.00E+00,,306.2078085,0.00E+00,,306.2,0.00E+00
,305.91297,0.00E+00,,306.4189,0.00E+00,,304.3545479,0.00E+00,,305.26,0.00E+00,,306.4,0.00E+00,,306.4,0.00E+00,,306.418895,0.00E+00,,306.4189,0.00E+00,,306.41888,7.26E-05,,,,,305.9129703,0.00E+00,,306.4,0.00E+00,,306.4188843,3.98E-03,,376.80096,3.48E-04,,306.41888,7.57E-03,,305.91297,0.00E+00,,306.418895,0.00E+00,,306.418895,0.00E+00,,306.4,0.00E+00
,306.12356,0.00E+00,,306.63,0.00E+00,,304.5679589,0.00E+00,,305.47,0.00E+00,,306.6,0.00E+00,,306.6,0.00E+00,,306.6299971,0.00E+00,,306.63,0.00E+00,,306.63,0.00E+00,,,,,306.123564,0.00E+00,,306.6,0.00E+00,,306.6300049,-2.32E-03,,376.91265,3.15E-04,,306.63,0.00E+00,,306.12356,0.00E+00,,306.6299971,0.00E+00,,306.6299971,0.00E+00,,306.6,0.00E+00
,306.33417,0.00E+00,,306.84111,0.00E+00,,304.7813806,0.00E+00,,305.68,0.00E+00,,306.8,0.00E+00,,306.8,0.00E+00,,306.8411146,0.00E+00,,306.84111,0.00E+00,,306.84113,7.73E-05,,,,,306.3341744,0.00E+00,,306.8,0.00E+00,,306.8411255,2.93E-03,,377.02435,2.60E-04,,306.84113,1.37E-02,,306.33417,0.00E+00,,306.8411146,0.00E+00,,306.8411146,0.00E+00,,306.8,0.00E+00
,306.5448,0.00E+00,,307.05225,0.00E+00,,304.9948131,0.00E+00,,305.89,0.00E+00,,307.1,0.00E+00,,307.1,0.00E+00,,307.0522477,0.00E+00,,307.05225,0.00E+00,,307.05225,0.00E+00,,,,,306.5448015,0.00E+00,,307.1,0.00E+00,,307.0522461,2.23E-03,,377.13605,3.03E-04,,307.05225,0.00E+00,,306.5448,0.00E+00,,307.0522477,0.00E+00,,307.0522477,0.00E+00,,307.1,0.00E+00
,306.75545,0.00E+00,,307.2634,0.00E+00,,305.2082562,0.00E+00,,306.09,0.00E+00,,307.3,0.00E+00,,307.3,0.00E+00,,307.2633963,0.00E+00,,307.2634,0.00E+00,,307.2634,9.77E-05,,,,,306.7554454,0.00E+00,,307.3,0.00E+00,,307.2633972,6.25E-03,,377.24776,3.19E-04,,307.2634,1.31E-02,,306.75545,0.00E+00,,307.2633963,0.00E+00,,307.2633963,0.00E+00,,307.3,0.00E+00
,306.96611,0.00E+00,,307.47456,0.00E+00,,305.4217101,0.00E+00,,306.3,0.00E+00,,307.5,0.00E+00,,307.5,0.00E+00,,307.4745604,0.00E+00,,307.47456,0.00E+00,,307.47455,0.00E+00,,,,,306.9661061,0.00E+00,,307.5,0.00E+00,,307.4745483,2.41E-03,,377.35947,3.33E-04,,307.47455,0.00E+00,,306.96611,0.00E+00,,307.4745604,0.00E+00,,307.4745604,0.00E+00,,307.5,0.00E+00
,307.17678,0.00E+00,,307.68574,0.00E+00,,305.6351748,0.00E+00,,306.51,0.00E+00,,307.7,0.00E+00,,307.7,0.00E+00,,307.68574,0.00E+00,,307.68574,0.00E+00,,307.68573,4.63E-05,,,,,307.1767834,0.00E+00,,307.7,0.00E+00,,307.68573,8.02E-03,,377.47119,3.13E-04,,307.68573,1.00E-02,,307.17678,0.00E+00,,307.68574,0.00E+00,,307.68574,0.00E+00,,307.7,0.00E+00
,307.38748,0.00E+00,,307.89694,0.00E+00,,305.8486501,0.00E+00,,306.72,0.00E+00,,307.9,0.00E+00,,307.9,0.00E+00,,307.8969351,0.00E+00,,307.89694,0.00E+00,,307.89694,0.00E+00,,,,,307.3874775,0.00E+00,,307.9,0.00E+00,,307.8969421,1.08E-04,,377.58291,3.15E-04,,307.89694,0.00E+00,,307.38748,0.00E+00,,307.8969351,0.00E+00,,307.8969351,0.00E+00,,307.9,0.00E+00
,307.59819,0.00E+00,,308.10815,0.00E+00,,306.0621362,0.00E+00,,306.93,0.00E+00,,308.1,0.00E+00,,308.1,0.00E+00,,308.1081457,0.00E+00,,308.10815,0.00E+00,,308.10815,6.98E-05,,,,,307.5981883,0.00E+00,,308.1,0.00E+00,,308.1081543,3.37E-03,,377.69464,3.60E-04,,308.10815,8.84E-03,,307.59819,0.00E+00,,308.1081457,0.00E+00,,308.1081457,0.00E+00,,308.1,0.00E+00
